aX,aY,aZ
0.201,-0.191,1.340
0.179,-0.164,1.349
0.146,-0.135,1.359
0.129,-0.122,1.355
0.106,-0.114,1.348
0.087,-0.086,1.314
0.081,-0.069,1.274
0.059,-0.049,1.243
0.036,-0.018,1.169
0.046,-0.013,1.141
0.042,-0.008,1.114
0.027,0.002,1.065
0.023,0.003,1.035
0.015,0.002,1.017
0.018,-0.010,0.987
0.029,-0.019,0.972
0.045,-0.026,0.968
0.046,-0.025,0.970
0.046,-0.025,0.976
0.046,-0.025,0.986
0.051,-0.028,0.991
0.058,-0.044,0.993
0.067,-0.053,0.989
0.073,-0.054,0.980
0.081,-0.042,0.976
0.080,-0.033,0.976
0.070,-0.031,0.982
0.058,-0.039,0.983
0.060,-0.050,0.984
0.060,-0.049,0.990
0.053,-0.041,0.994
0.049,-0.041,1.011
0.046,-0.036,1.029
0.038,-0.028,1.040
0.034,-0.023,1.049
0.023,-0.020,1.054
0.016,-0.010,1.063
0.016,0.002,1.074
0.016,0.003,1.076
0.015,-0.002,1.066
0.019,-0.001,1.051
0.019,0.007,1.037
0.016,0.008,1.032
0.017,0.008,1.018
0.019,0.002,1.005
0.031,0.003,1.003
0.040,0.006,1.008
0.045,-0.013,1.015
0.075,-0.024,1.016
0.098,-0.048,1.003
0.104,-0.059,0.983
0.123,-0.074,0.971
0.130,-0.088,0.944
0.140,-0.098,0.929
0.147,-0.112,0.924
0.158,-0.119,0.919
0.160,-0.125,0.915
0.163,-0.128,0.924
0.157,-0.121,0.929
0.153,-0.114,0.941
0.157,-0.119,0.960
0.147,-0.125,0.958
0.142,-0.129,0.966
0.131,-0.122,0.969
0.117,-0.111,0.974
0.106,-0.098,0.990
0.090,-0.094,0.996
0.068,-0.087,1.007
0.054,-0.072,1.023
0.029,-0.067,1.034
0.022,-0.061,1.052
0.020,-0.060,1.069
0.014,-0.063,1.079
0.011,-0.069,1.091
0.012,-0.069,1.100
0.019,-0.072,1.103
0.013,-0.071,1.100
0.010,-0.069,1.091
0.016,-0.070,1.075
0.018,-0.063,1.066
0.018,-0.055,1.054
0.026,-0.054,1.044
-0.474,-0.450,-1.120
-0.497,-0.526,-1.118
-0.505,-0.556,-1.105
-0.527,-0.597,-1.101
-0.557,-0.622,-1.092
-0.572,-0.630,-1.111
-0.604,-0.651,-1.146
-0.630,-0.673,-1.169
-0.649,-0.710,-1.215
-0.673,-0.715,-1.261
-0.702,-0.725,-1.282
-0.747,-0.730,-1.340
-0.763,-0.729,-1.365
-0.775,-0.739,-1.385
-0.805,-0.746,-1.394
-0.818,-0.736,-1.390
-0.824,-0.725,-1.366
-0.834,-0.761,-1.363
-0.824,-0.776,-1.319
-0.839,-0.770,-1.249
-0.749,-0.763,-1.239
-0.758,-0.874,-1.197
-0.630,-0.905,-1.139
-0.653,-0.927,-1.063
-0.624,-0.971,-0.961
-0.592,-1.033,-0.916
-0.567,-1.082,-0.806
-0.520,-1.084,-0.687
-0.481,-1.102,-0.639
-0.458,-1.017,-0.438
-0.514,-1.037,-0.376
-0.434,-1.185,-0.306
-0.371,-1.168,-0.278
-0.398,-1.189,-0.194
-0.420,-1.222,-0.097
-0.383,-1.269,-0.081
-0.370,-1.290,-0.105
-0.346,-1.322,-0.067
-0.312,-1.351,-0.045
-0.309,-1.392,-0.041
-0.269,-1.402,-0.021
-0.251,-1.419,-0.008
-0.238,-1.420,-0.006
-0.227,-1.444,0.000
-0.204,-1.473,0.013
-0.188,-1.485,0.021
-0.139,-1.483,0.048
-0.071,-1.480,0.063
0.093,-1.463,0.093
0.054,-1.443,0.114
0.133,-1.363,0.118
0.177,-1.257,0.129
0.257,-1.202,0.158
0.324,-1.095,0.175
0.481,-0.979,0.200
0.430,-0.914,0.214
0.538,-0.744,0.219
0.598,-0.558,0.220
0.735,-0.479,0.213
0.912,-0.326,0.212
1.009,-0.144,0.207
1.165,-0.017,0.232
1.253,0.250,0.257
1.303,0.494,0.330
1.466,0.602,0.388
1.632,0.778,0.418
1.716,0.843,0.461
1.839,1.026,0.461
1.993,1.468,0.529
1.858,1.753,0.658
1.728,2.434,0.739
1.602,3.084,0.893
1.416,3.281,1.189
1.211,3.550,1.382
1.159,3.608,1.882
1.083,3.589,2.196
0.951,3.595,3.034
0.899,3.643,3.879
0.793,3.332,4.059
0.621,2.587,4.778
0.037,2.235,5.502
-0.608,1.593,5.685
-1.114,1.070,5.427
-1.793,1.033,5.514
-2.588,0.963,4.994
-2.484,1.531,5.381
-4.106,0.708,4.694
-3.597,1.926,4.644
-2.910,2.095,4.168
-2.697,2.385,3.715
-2.364,2.212,2.695
-1.402,2.063,1.583
-0.462,1.620,1.052
-0.064,1.095,0.108
0.654,0.795,-0.530
1.249,0.336,-0.860
1.470,-0.107,-1.196
1.758,-0.165,-1.329
1.965,-0.380,-1.322
2.021,-0.632,-1.241
2.019,-0.701,-1.046
1.931,-0.719,-0.926
1.750,-0.616,-0.602
1.664,-0.486,-0.253
1.428,-0.417,0.043
1.181,-0.291,0.251
1.048,-0.216,0.526
0.753,-0.025,0.647
0.477,0.171,0.862
0.317,0.311,1.078
0.048,0.346,1.140
-0.160,0.370,1.229
-0.216,0.372,1.274
-0.271,0.369,1.266
-0.291,0.394,1.232
-0.292,0.409,1.147
-0.268,0.411,1.035
-0.185,0.406,0.977
-0.135,0.369,0.868
-0.328,-0.352,-1.352
-0.381,-0.337,-1.344
-0.424,-0.336,-1.331
-0.447,-0.329,-1.316
-0.491,-0.329,-1.309
-0.525,-0.334,-1.311
-0.560,-0.347,-1.315
-0.584,-0.353,-1.327
-0.628,-0.366,-1.331
-0.665,-0.372,-1.334
-0.676,-0.393,-1.331
-0.715,-0.402,-1.331
-0.731,-0.422,-1.326
-0.755,-0.444,-1.327
-0.770,-0.475,-1.327
-0.783,-0.485,-1.313
-0.786,-0.500,-1.306
-0.784,-0.524,-1.280
-0.805,-0.525,-1.257
-0.841,-0.509,-1.244
-0.872,-0.507,-1.194
-0.892,-0.500,-1.138
-0.911,-0.502,-1.085
-0.919,-0.526,-1.045
-0.938,-0.560,-1.025
-0.953,-0.595,-0.984
-0.954,-0.618,-0.952
-0.962,-0.624,-0.921
-0.974,-0.617,-0.907
-0.980,-0.616,-0.882
-0.972,-0.608,-0.839
-0.965,-0.594,-0.809
-0.966,-0.584,-0.795
-0.959,-0.588,-0.773
-0.936,-0.590,-0.773
-0.926,-0.580,-0.769
-0.907,-0.557,-0.762
-0.886,-0.565,-0.749
-0.876,-0.571,-0.733
-0.865,-0.596,-0.706
-0.827,-0.634,-0.698
-0.832,-0.652,-0.674
-0.831,-0.661,-0.634
-0.869,-0.704,-0.612
-0.882,-0.708,-0.582
-0.883,-0.719,-0.555
-0.892,-0.741,-0.563
-0.908,-0.790,-0.578
-0.894,-0.832,-0.585
-0.874,-0.979,-0.577
-0.826,-0.904,-0.581
-0.746,-0.955,-0.581
-0.700,-1.021,-0.566
-0.601,-1.059,-0.554
-0.501,-1.120,-0.533
-0.387,-1.169,-0.513
-0.317,-1.211,-0.450
-0.175,-1.227,-0.371
-0.040,-1.264,-0.329
0.022,-1.259,-0.243
0.123,-1.223,-0.163
0.188,-1.097,-0.121
0.230,-0.965,-0.039
0.256,-0.850,0.039
0.332,-0.781,0.095
0.424,-0.616,0.109
0.595,-0.431,0.117
0.545,-0.320,0.121
0.571,-0.054,0.123
0.582,0.243,0.144
0.592,0.386,0.205
0.624,0.671,0.249
0.666,0.854,0.385
0.783,0.915,0.534
0.999,0.876,0.600
1.244,0.817,0.750
1.323,0.782,0.838
1.437,0.820,0.904
1.458,0.965,1.037
1.471,1.058,1.196
1.433,1.217,1.240
1.393,1.398,1.297
1.314,1.478,1.319
1.234,1.649,1.358
1.187,1.787,1.387
1.086,1.838,1.424
1.006,1.942,1.614
0.936,2.059,1.852
0.784,2.086,1.990
0.606,2.051,2.318
0.498,2.013,2.704
0.256,1.865,2.905
0.129,1.636,3.271
-0.193,1.529,3.379
-0.518,1.391,3.479
-0.631,1.172,3.348
-0.897,1.061,3.182
-1.171,1.004,3.126
-1.275,0.986,2.781
-1.329,0.996,2.372
-1.376,0.961,2.151
-1.352,0.903,1.762
-1.248,0.884,1.431
-1.079,0.809,1.290
-0.959,0.689,1.064
-0.689,0.622,0.901
-0.394,0.478,0.826
-0.260,0.287,0.694
-0.006,0.285,0.647
0.213,0.171,0.583
0.321,0.124,0.578
0.499,0.042,0.591
0.647,-0.031,0.616
0.706,-0.060,0.639
0.797,-0.099,0.638
0.827,-0.104,0.609
0.842,-0.097,0.555
0.811,-0.054,0.524
0.778,-0.018,0.466
-0.566,-0.280,-1.167
-0.570,-0.277,-1.155
-0.572,-0.278,-1.147
-0.596,-0.286,-1.138
-0.613,-0.303,-1.129
-0.651,-0.310,-1.114
-0.668,-0.306,-1.098
-0.698,-0.310,-1.089
-0.734,-0.319,-1.082
-0.872,-0.321,-1.065
-0.785,-0.325,-1.046
-0.812,-0.345,-1.009
-0.816,-0.366,-0.993
-0.834,-0.391,-1.008
-0.870,-0.407,-0.980
-0.881,-0.425,-0.972
-0.891,-0.431,-0.960
-0.894,-0.463,-0.931
-0.889,-0.487,-0.892
-0.880,-0.521,-0.879
-0.884,-0.541,-0.849
-0.892,-0.538,-0.813
-0.866,-0.531,-0.786
-0.869,-0.560,-0.744
-0.868,-0.566,-0.686
-0.859,-0.551,-0.635
-0.842,-0.529,-0.609
-0.841,-0.520,-0.569
-0.834,-0.511,-0.536
-0.829,-0.486,-0.519
-0.844,-0.426,-0.474
-0.860,-0.384,-0.417
-0.892,-0.378,-0.334
-0.917,-0.395,-0.288
-0.937,-0.426,-0.203
-0.947,-0.476,-0.113
-0.984,-0.516,-0.042
-0.994,-0.581,-0.023
-0.974,-0.662,0.067
-0.958,-0.696,0.103
-1.000,-0.798,0.123
-0.948,-0.866,0.201
-0.929,-0.918,0.238
-0.916,-0.939,0.275
-0.892,-0.992,0.308
-0.889,-1.041,0.367
-0.900,-1.062,0.413
-0.897,-1.089,0.427
-0.899,-1.101,0.447
-0.898,-1.098,0.466
-0.911,-1.090,0.468
-0.943,-1.085,0.452
-0.973,-1.095,0.424
-1.019,-1.117,0.415
-1.062,-1.141,0.399
-1.067,-1.157,0.376
-1.045,-1.161,0.328
-1.002,-1.154,0.305
-0.967,-1.155,0.279
-0.876,-1.160,0.264
-0.760,-1.134,0.256
-0.626,-1.080,0.249
-0.567,-1.007,0.253
-0.456,-0.973,0.246
-0.324,-0.898,0.246
-0.252,-0.811,0.262
-0.112,-0.761,0.293
-0.005,-0.596,0.311
0.064,-0.381,0.342
0.103,-0.116,0.352
0.213,0.048,0.362
0.376,0.366,0.364
0.479,0.667,0.335
0.719,0.791,0.313
0.915,1.000,0.181
1.040,1.066,0.081
1.285,1.152,0.052
1.539,1.187,0.064
1.635,1.220,0.135
1.774,1.314,0.162
1.851,1.358,0.243
1.973,1.373,0.305
2.023,1.502,0.345
2.020,1.772,0.465
1.898,1.926,0.628
1.702,2.259,0.752
1.589,2.542,1.021
1.303,2.745,1.383
1.078,3.087,1.658
0.946,3.260,2.261
0.670,3.234,2.528
0.211,2.858,2.695
-0.080,2.701,3.188
-0.634,2.464,3.312
-1.148,2.270,3.393
-1.568,2.171,3.128
-2.171,2.134,3.007
-2.619,2.069,2.710
-2.724,2.084,2.479
-2.976,2.235,2.544
-3.072,2.250,2.545
-2.910,2.271,2.582
-2.363,2.154,2.580
-1.649,1.738,2.343
-1.264,1.471,1.980
-0.478,0.929,1.810
0.302,0.461,1.474
0.655,0.256,1.133
1.175,-0.137,0.949
1.621,-0.389,0.618
1.673,-0.486,0.335
1.829,-0.581,0.224
1.874,-0.618,0.049
1.858,-0.618,-0.068
1.760,-0.559,-0.101
1.612,-0.468,-0.134
1.522,-0.388,-0.145
1.333,-0.347,-0.126
1.142,-0.250,-0.106
-0.476,0.005,1.614
-0.160,-0.525,1.459
-0.123,-0.499,1.251
-0.059,-0.320,1.439
0.030,-0.292,1.304
-0.076,-0.358,1.195
-0.115,-0.309,1.150
-0.122,-0.286,1.170
-0.053,-0.255,1.173
-0.047,-0.235,1.159
-0.033,-0.222,1.103
-0.010,-0.144,1.081
0.024,-0.050,1.032
0.012,-0.002,0.990
0.013,-0.016,0.964
0.015,-0.038,0.965
0.022,-0.047,0.991
0.022,-0.053,1.011
0.013,-0.109,0.997
0.009,-0.140,0.990
0.008,-0.153,0.996
0.040,-0.134,1.009
0.020,-0.118,1.011
-0.016,-0.128,0.995
-0.024,-0.122,0.970
-0.021,-0.117,0.967
-0.035,-0.122,0.963
-0.027,-0.129,0.958
-0.006,-0.124,0.934
-0.020,-0.105,0.932
-0.055,-0.082,0.942
-0.057,-0.048,0.972
-0.085,-0.061,0.966
-0.043,-0.090,0.920
-0.095,-0.043,0.901
-0.127,-0.028,0.950
-0.077,-0.051,0.958
-0.019,-0.029,0.994
0.020,-0.020,0.970
-0.004,-0.004,0.951
-0.020,-0.022,0.928
-0.005,-0.048,0.938
-0.012,-0.046,0.905
-0.028,-0.049,0.886
-0.025,-0.037,0.899
-0.023,-0.027,0.937
-0.032,-0.040,0.796
-0.074,-0.082,0.828
-0.143,0.065,0.996
-0.092,0.008,1.079
0.025,-0.173,1.089
0.061,-0.128,0.922
-0.139,-0.036,1.011
0.034,-0.202,1.078
0.083,-0.179,0.801
-0.025,-0.091,0.842
-0.018,-0.107,0.909
0.102,-0.155,0.919
0.053,-0.095,1.072
-0.035,0.053,1.407
-0.187,0.018,1.511
-0.875,-0.045,1.605
-0.443,-0.317,1.363
-0.221,-0.243,0.884
-0.134,-0.027,0.944
-0.302,0.123,1.036
-0.349,-0.038,1.063
-0.237,-0.100,1.009
-0.088,-0.104,0.977
-0.054,-0.102,1.058
-0.142,-0.070,1.036
-0.214,-0.102,0.976
-0.188,-0.098,0.952
-0.168,-0.091,0.997
-0.174,-0.093,0.990
-0.162,-0.092,0.979
-0.145,-0.093,0.954
-0.154,-0.114,0.933
-0.173,-0.117,0.908
-0.194,-0.147,0.728
-0.244,-0.101,0.749
-0.266,0.071,0.819
-0.197,0.137,1.027
-0.146,0.110,1.104
-0.040,-0.010,1.099
-0.049,-0.116,1.055
-0.065,-0.109,0.999
-0.099,-0.119,0.988
-0.084,-0.140,0.994
-0.046,-0.137,1.018
-0.071,-0.134,1.074
-0.093,-0.118,1.074
-0.113,-0.124,1.067
-0.092,-0.115,1.095
-0.100,-0.079,1.090
-0.087,-0.091,1.058
-0.129,-0.077,1.069
-0.192,-0.043,1.088
-0.156,-0.069,1.070
-0.159,-0.082,1.050
-0.151,-0.071,1.047
-0.140,-0.041,1.037
-0.142,-0.020,1.033
-0.117,-0.005,1.024
-0.128,-0.030,1.018
-0.128,-0.033,1.005
-0.119,-0.012,0.998
-0.118,-0.006,0.987
-0.144,-0.010,0.962
-0.183,-0.011,0.984
-0.173,-0.009,0.986
-0.173,-0.012,0.987
-0.184,-0.007,1.023
-0.164,0.001,1.024
-0.182,0.000,1.040
-0.166,0.005,1.043
-0.147,0.011,1.024
-0.161,-0.007,1.010
-0.155,-0.012,1.015
