aX,aY,aZ
-0.960,0.357,1.130
-0.899,0.320,1.172
-0.867,0.319,1.209
-0.819,0.329,1.225
-0.798,0.348,1.234
-0.786,0.355,1.195
-0.792,0.360,1.170
-0.794,0.356,1.147
-0.789,0.355,1.142
-0.760,0.343,1.138
-0.759,0.356,1.117
-0.734,0.318,1.121
-0.681,0.408,1.129
-0.695,0.428,1.029
-0.746,0.395,1.091
-0.711,0.220,1.127
-0.735,0.285,1.125
-0.723,0.285,1.141
-0.642,0.255,1.229
-0.614,0.228,1.262
-0.611,0.160,1.263
-0.618,0.161,1.245
-0.614,0.166,1.235
-0.589,0.114,1.208
-0.588,0.143,1.195
-0.560,0.179,1.171
-0.571,0.150,1.117
-0.567,0.168,1.131
-0.525,0.172,1.116
-0.530,0.145,1.093
-0.529,0.108,1.093
-0.539,0.095,1.082
-0.534,0.080,1.076
-0.540,0.051,1.071
-0.513,0.117,1.083
-0.537,0.108,1.062
-0.518,0.029,1.089
-0.520,0.044,1.092
-0.529,0.066,1.068
-0.526,0.085,1.047
-0.510,0.102,1.041
-0.492,0.092,1.056
-0.502,0.072,1.029
-0.528,0.056,1.023
-0.526,0.054,1.021
-0.526,0.051,0.978
-0.496,0.059,0.982
-0.476,0.048,0.979
-0.467,0.053,0.969
-0.468,0.064,0.952
-0.460,0.076,0.956
-0.444,0.081,0.959
-0.425,0.067,0.953
-0.413,0.053,0.976
-0.383,0.045,0.990
-0.379,0.021,0.989
-0.384,0.015,0.989
-0.381,0.010,1.120
-0.369,0.009,1.005
-0.364,0.012,1.007
-0.352,0.011,1.002
-0.348,0.006,1.002
-0.349,0.004,0.995
-0.339,0.008,0.994
-0.326,0.008,0.993
-0.321,0.007,0.983
-0.319,0.003,0.979
-0.320,-0.001,0.971
-0.321,0.123,0.970
-0.318,0.001,0.973
-0.313,0.006,0.973
-0.312,0.007,0.976
-0.311,0.010,0.980
-0.312,0.019,0.980
-0.311,0.024,0.979
-0.307,0.029,0.978
-0.301,0.036,0.981
-0.298,0.037,0.981
-0.298,0.035,0.981
-0.297,0.039,0.979
-0.294,0.039,0.977
-0.291,0.036,0.975
-0.291,0.036,0.973
-0.386,-0.170,1.721
-0.159,-0.347,2.107
-0.062,-0.106,1.872
-0.050,0.028,1.442
-0.018,0.226,1.334
-0.030,0.192,1.248
-0.137,0.149,1.215
-0.178,0.151,1.207
-0.150,0.149,1.098
-0.115,0.188,1.036
-0.103,0.179,0.938
-0.095,0.170,0.937
-0.064,0.180,0.937
-0.049,0.188,0.982
-0.023,0.158,1.007
-0.019,0.126,1.014
-0.027,0.126,1.020
-0.033,0.102,1.009
-0.053,0.088,1.017
-0.059,0.085,0.983
-0.077,0.068,0.978
-0.112,0.029,0.957
-0.096,0.068,0.930
-0.018,0.085,0.910
-0.019,0.072,0.937
-0.056,0.067,0.957
-0.077,0.075,0.998
-0.111,0.253,0.980
-0.115,0.139,0.892
-0.138,-0.179,0.972
-0.154,-0.273,0.871
0.007,-0.157,0.624
0.037,0.090,0.665
0.145,-0.177,0.557
0.165,-0.095,0.698
0.108,-0.100,0.838
0.168,-0.097,0.919
0.110,0.001,0.875
-0.069,-0.085,0.839
-0.095,-0.074,0.918
-0.078,-0.009,1.161
-1.483,0.373,1.212
-2.256,-0.140,2.932
-0.444,0.022,1.643
0.453,0.141,0.826
0.406,-0.044,0.440
0.172,-0.122,0.386
-0.426,-0.076,0.764
-0.518,0.092,1.157
-0.322,0.199,1.203
-0.079,0.266,1.052
-0.096,0.239,0.860
-0.357,0.144,0.926
-0.404,0.069,0.969
-0.290,0.091,0.996
-0.156,0.133,0.966
-0.135,0.152,0.943
-0.189,0.137,0.957
-0.166,0.100,0.912
-0.141,0.139,0.918
-0.165,0.112,0.869
-0.192,0.143,0.895
-0.196,0.076,0.875
-0.213,0.060,0.860
-0.215,0.075,0.839
-0.208,0.072,0.935
-0.189,0.075,0.987
-0.203,0.081,1.163
-0.261,0.022,1.201
-0.202,0.011,1.078
-0.236,0.053,1.043
-0.253,-0.088,1.017
-0.277,-0.071,1.133
-0.241,-0.069,1.113
-0.191,-0.150,1.082
-0.192,-0.130,1.077
-0.188,-0.133,1.042
-0.141,-0.089,1.003
-0.115,-0.018,0.974
-0.114,-0.026,0.963
-0.140,-0.014,0.987
-0.133,-0.015,0.981
-0.130,-0.029,0.972
-0.144,-0.051,0.973
-0.168,-0.051,0.981
-0.192,-0.047,0.980
-0.190,-0.057,0.974
-0.230,-0.056,0.986
-0.252,-0.046,1.009
-0.219,-0.060,0.991
-0.242,-0.047,1.009
-0.213,-0.070,1.021
-0.502,-0.355,1.158
0.012,-0.022,1.264
-0.144,-0.023,1.055
-0.268,-0.029,1.096
-0.269,-0.041,1.057
-0.261,-0.074,1.024
-0.260,-0.089,1.003
-0.260,-0.081,0.988
-0.251,-0.053,0.990
-0.241,-0.077,1.005
-0.224,-0.085,0.959
-0.201,-0.092,0.949
-0.183,-0.095,0.926
-0.186,-0.093,0.930
-0.186,-0.116,0.942
-0.176,-0.107,0.942
-0.165,-0.113,0.975
-0.180,-0.113,0.987
-0.172,-0.130,0.996
-0.168,-0.129,0.997
-0.191,-0.129,0.993
-0.196,-0.140,0.989
-0.208,-0.126,0.970
-0.223,-0.126,0.971
-0.226,-0.126,0.971
-0.242,-0.117,0.965
-0.231,-0.133,0.979
