Time, Accel_x, Accel_y, Accel_z, Gyr_x, Gyr_y, Gyr_z, Label
33:0:72, -1.09, -0.54, 0.18, -228.20, -227.64, 3.57
33:0:72, -0.90, -0.52, -0.12, -214.27, -203.07, -4.97
33:0:72, -0.76, -0.33, 0.24, -166.39, -204.19, -13.65
33:0:72, -0.81, -0.15, 0.55, -99.05, -205.10, -16.52
33:0:72, -0.86, -0.02, 0.69, -37.31, -179.34, -19.18
33:0:72, -0.92, 0.05, 0.61, -27.37, -164.22, -14.84
33:0:72, -0.91, -0.05, 0.55, -45.78, -143.71, -14.00
33:0:72, -0.77, 0.03, 0.54, -47.25, -110.88, -22.89
33:0:72, -0.43, -0.36, 0.50, -28.84, -89.95, -14.00
33:0:72, -0.34, -0.01, 0.49, -11.13, -53.13, -3.71
33:0:72, -0.36, 0.18, 0.41, -17.71, -15.40, -1.96
33:0:72, -0.37, 0.14, 0.34, -33.04, 15.19, 8.96
33:0:72, -0.35, 0.00, 0.37, -28.63, 45.78, 22.82
33:0:72, 0.09, -0.27, 0.46, -27.02, 68.60, 21.28
33:0:72, -0.01, -0.04, 0.61, 29.89, 94.57, 24.71
33:0:72, 0.11, -0.15, 0.47, 39.34, 100.59, 19.88
33:0:72, 0.11, 0.03, 0.26, 72.45, 123.62, 25.34
33:0:72, 0.21, 0.15, -0.03, 147.63, 145.18, 30.03
33:0:72, 0.30, 0.22, -0.43, 168.07, 165.27, 29.75
33:0:72, 0.38, -0.13, -0.62, 177.10, 189.63, 24.50
33:0:72, 0.58, -0.25, -0.81, 217.28, 242.62, 27.72
33:0:72, 0.65, -0.02, -0.56, 274.89, 266.49, 40.95
33:0:72, -0.10, 0.23, 0.00, 197.75, 204.61, 15.47
33:0:72, -0.95, -0.26, 0.47, 73.01, 5.32, -68.04
33:0:72, -0.95, -0.45, 2.07, 166.18, -33.67, -50.05
33:0:72, -2.96, 0.24, 1.41, 157.57, 125.79, -33.95
33:0:72, -4.50, 1.61, 0.34, 138.74, 155.54, 50.26
33:0:72, -2.88, 1.48, -0.47, -20.23, 72.66, 17.71
33:0:72, -0.68, -0.27, 0.27, 25.06, 34.86, 1.19
33:0:72, 0.75, -0.40, 0.73, 77.28, 67.69, -32.76
33:0:72, 1.08, -0.63, 0.52, 75.74, 93.52, -57.82
33:0:72, 0.09, -0.59, 0.36, 105.63, 67.69, -85.12
33:0:72, -0.36, -0.38, 0.34, 111.16, 57.33, -105.00
33:0:72, -0.59, -0.01, 0.33, 105.63, 67.90, -103.74
33:0:72, -0.91, 0.25, 0.20, 85.89, 85.96, -103.53
33:0:72, -1.09, 0.41, 0.24, 86.94, 94.64, -75.46
