Time, Accel_x, Accel_y, Accel_z, Gyr_x, Gyr_y, Gyr_z, Label
33:0:72, -0.72, -0.09, 0.40, 10.08, 113.40, 68.95
33:0:72, -0.76, -0.01, 0.36, 14.70, 120.96, 57.96
33:0:72, -0.74, -0.12, 0.33, 16.24, 124.04, 57.82
33:0:72, -0.77, -0.27, 0.28, 17.15, 132.58, 61.53
33:0:72, -0.78, -0.14, 0.31, 5.39, 141.05, 45.99
33:0:72, -0.76, -0.18, 0.29, 10.57, 144.48, 38.29
33:0:72, -0.81, -0.19, 0.33, 17.99, 145.88, 27.23
33:0:72, -0.85, -0.18, 0.31, 16.03, 146.86, 19.25
33:0:72, -0.83, -0.19, 0.30, 16.45, 144.20, 13.23
33:0:72, -0.90, -0.12, 0.28, 25.27, 142.87, 1.75
33:0:72, -0.95, -0.06, 0.20, 34.86, 142.94, -9.24
33:0:72, -0.93, 0.05, 0.24, 42.42, 141.05, -21.07
33:0:72, -0.98, 0.06, 0.21, 50.96, 142.17, -36.47
33:0:72, -1.01, 0.21, 0.17, 57.89, 144.76, -54.74
33:0:72, -1.03, -0.10, 0.11, 58.87, 148.47, -57.05
33:0:72, -1.09, -0.05, -0.02, 43.40, 136.71, -55.86
33:0:72, -0.98, 0.15, 0.08, 20.93, 129.50, -69.37
33:0:72, -1.05, -0.06, 0.13, 1.61, 103.04, -80.99
33:0:72, -1.13, -0.09, 0.18, -22.68, 104.02, -61.53
33:0:72, -0.89, 0.26, 0.20, -42.91, 90.58, -64.12
33:0:72, -0.93, 0.13, 0.10, -58.59, 64.61, -54.60
33:0:72, -1.06, 0.10, 0.07, -73.71, 42.63, -26.74
33:0:72, -1.08, 0.05, 0.16, -105.84, 36.26, -1.47
33:0:72, -1.02, -0.00, 0.16, -100.24, 28.84, 13.51
33:0:72, -0.92, -0.03, 0.16, -108.08, 23.24, 28.07
33:0:72, -0.85, -0.10, 0.21, -123.06, 17.50, 42.77
33:0:72, -0.74, -0.29, 0.14, -124.25, 18.69, 55.37
33:0:72, -0.73, -0.30, 0.22, -109.48, 24.78, 66.99
33:0:72, -0.74, -0.30, 0.15, -96.04, 48.93, 75.81
33:0:72, -0.71, -0.24, 0.15, -81.62, 62.37, 83.09
33:0:72, -0.80, -0.26, 0.14, -67.20, 77.35, 93.73
33:0:72, -0.71, -0.21, 0.15, -64.68, 80.43, 82.39
33:0:72, -0.89, -0.27, 0.22, -50.26, 82.60, 56.63
33:0:72, -0.88, -0.31, 0.08, -44.38, 69.86, 26.32
33:0:72, -0.90, -0.29, 0.12, -34.58, 66.99, 12.67
